model_id,target,head_kind,label_seed,label_budget_per_class,head_updates,split,classes,labeled_examples,selected_nodes_fingerprint,split_fingerprint,head_initialization_fingerprint,optimizer,learning_rate,weight_decay,training_loss,training_roc_auc,training_accuracy,training_macro_f1,roc_auc,accuracy,macro_f1,family
graphsage_pilot_v1,covid_political,linear,0,1,30,val,2,2,83cb1f5f80360408baf933c03274febff7c6d49f773d7382e9ebea1efe88cb54,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.0004057460464537,1.0,1.0,1.0,0.5482448452008125,0.506991229185204,0.4985869710932717,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,1,30,test,2,2,83cb1f5f80360408baf933c03274febff7c6d49f773d7382e9ebea1efe88cb54,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.0004057460464537,1.0,1.0,1.0,0.5440119172231188,0.5062921062666836,0.4974415767774583,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,1,100,val,2,2,83cb1f5f80360408baf933c03274febff7c6d49f773d7382e9ebea1efe88cb54,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.0002153655077563,1.0,1.0,1.0,0.5482635684757025,0.5093428244565908,0.5005641276645575,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,1,100,test,2,2,83cb1f5f80360408baf933c03274febff7c6d49f773d7382e9ebea1efe88cb54,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.0002153655077563,1.0,1.0,1.0,0.544032880332287,0.5087708147959832,0.4995210846369012,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,10,0,val,2,20,fd81701c0bd9f5dde83c0f8fe71b62765f94b2a9027e4cc8613e624847ba0206,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.7347675561904907,0.425,0.45,0.4486215538847117,0.6549512678386218,0.516842506673446,0.5073680619751678,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,10,0,test,2,20,fd81701c0bd9f5dde83c0f8fe71b62765f94b2a9027e4cc8613e624847ba0206,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.7347675561904907,0.425,0.45,0.4486215538847117,0.6518076386829819,0.5174145163340537,0.5071283288304456,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,10,1,val,2,20,fd81701c0bd9f5dde83c0f8fe71b62765f94b2a9027e4cc8613e624847ba0206,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.628282368183136,0.625,0.6,0.5833333333333333,0.6224942859761693,0.6636583195627304,0.5805381426976777,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,10,1,test,2,20,fd81701c0bd9f5dde83c0f8fe71b62765f94b2a9027e4cc8613e624847ba0206,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.628282368183136,0.625,0.6,0.5833333333333333,0.6245712973500696,0.66931485953985,0.5856833204871581,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,10,3,val,2,20,fd81701c0bd9f5dde83c0f8fe71b62765f94b2a9027e4cc8613e624847ba0206,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6118249297142029,0.645,0.65,0.6011396011396011,0.5221153299368313,0.6949917376382356,0.532771978793163,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,10,3,test,2,20,fd81701c0bd9f5dde83c0f8fe71b62765f94b2a9027e4cc8613e624847ba0206,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6118249297142029,0.645,0.65,0.6011396011396011,0.5276101327058318,0.6982331257150121,0.540314836175551,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,10,10,val,2,20,fd81701c0bd9f5dde83c0f8fe71b62765f94b2a9027e4cc8613e624847ba0206,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6204885244369507,0.585,0.65,0.6011396011396011,0.5375949442373685,0.6944197279776281,0.5459096334559206,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,10,10,test,2,20,fd81701c0bd9f5dde83c0f8fe71b62765f94b2a9027e4cc8613e624847ba0206,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6204885244369507,0.585,0.65,0.6011396011396011,0.5450711087581978,0.6963264268463201,0.5513521849193757,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,10,30,val,2,20,fd81701c0bd9f5dde83c0f8fe71b62765f94b2a9027e4cc8613e624847ba0206,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6056233644485474,0.635,0.6,0.5833333333333333,0.5914883470447073,0.6636583195627304,0.5805381426976777,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,10,30,test,2,20,fd81701c0bd9f5dde83c0f8fe71b62765f94b2a9027e4cc8613e624847ba0206,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6056233644485474,0.635,0.6,0.5833333333333333,0.5968284925186818,0.66931485953985,0.5856833204871581,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,10,100,val,2,20,fd81701c0bd9f5dde83c0f8fe71b62765f94b2a9027e4cc8613e624847ba0206,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6024184823036194,0.625,0.55,0.52,0.5597244199236956,0.6827888648786068,0.5717036128169035,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,10,100,test,2,20,fd81701c0bd9f5dde83c0f8fe71b62765f94b2a9027e4cc8613e624847ba0206,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6024184823036194,0.625,0.55,0.52,0.566193398382035,0.6853946866658193,0.5762940355630268,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,100,0,val,2,200,e518b8d4501a6dd8d4517d1671d020cdbe000f6892f46ab76d9587c53f8b19b7,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.676622748374939,0.653,0.575,0.5599389091662137,0.6549512678386218,0.516842506673446,0.5073680619751678,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,100,0,test,2,200,e518b8d4501a6dd8d4517d1671d020cdbe000f6892f46ab76d9587c53f8b19b7,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.676622748374939,0.653,0.575,0.5599389091662137,0.6518076386829819,0.5174145163340537,0.5071283288304456,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,100,1,val,2,200,e518b8d4501a6dd8d4517d1671d020cdbe000f6892f46ab76d9587c53f8b19b7,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6347620487213135,0.702,0.59,0.5649405772495755,0.6307099763632246,0.4678403457480615,0.4655365692342045,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,100,1,test,2,200,e518b8d4501a6dd8d4517d1671d020cdbe000f6892f46ab76d9587c53f8b19b7,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6347620487213135,0.702,0.59,0.5649405772495755,0.633082645861868,0.4686030252955383,0.4660921165392013,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,100,3,val,2,200,e518b8d4501a6dd8d4517d1671d020cdbe000f6892f46ab76d9587c53f8b19b7,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6289877891540527,0.6996,0.665,0.6612654516039334,0.6257124929148931,0.6636583195627304,0.5805381426976777,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,100,3,test,2,200,e518b8d4501a6dd8d4517d1671d020cdbe000f6892f46ab76d9587c53f8b19b7,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6289877891540527,0.6996,0.665,0.6612654516039334,0.6280339289226647,0.66931485953985,0.5856833204871581,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,100,10,val,2,200,e518b8d4501a6dd8d4517d1671d020cdbe000f6892f46ab76d9587c53f8b19b7,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6248394846916199,0.6926,0.66,0.6541552232733191,0.6333767926421228,0.7067497139951697,0.6095614832644581,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,100,10,test,2,200,e518b8d4501a6dd8d4517d1671d020cdbe000f6892f46ab76d9587c53f8b19b7,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6248394846916199,0.6926,0.66,0.6541552232733191,0.6362064970633706,0.7133596034066353,0.6148253365029539,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,100,30,val,2,200,e518b8d4501a6dd8d4517d1671d020cdbe000f6892f46ab76d9587c53f8b19b7,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6151036620140076,0.7057,0.66,0.6550324675324675,0.637781720321027,0.6695690860556756,0.5844499963843048,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,100,30,test,2,200,e518b8d4501a6dd8d4517d1671d020cdbe000f6892f46ab76d9587c53f8b19b7,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6151036620140076,0.7057,0.66,0.6550324675324675,0.640180571960167,0.6761789754671412,0.5897737909422577,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,100,100,val,2,200,e518b8d4501a6dd8d4517d1671d020cdbe000f6892f46ab76d9587c53f8b19b7,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6116880774497986,0.7073,0.66,0.6550324675324675,0.6390435298744421,0.6723020211008008,0.5859307995665173,GraphSAGE
graphsage_pilot_v1,covid_political,linear,0,100,100,test,2,200,e518b8d4501a6dd8d4517d1671d020cdbe000f6892f46ab76d9587c53f8b19b7,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,f89e55d9cfacf91222600ee60a2ba36a7e5c6eb5bd4c3c753e6136ad5559fc67,AdamW,0.01,0.0,0.6116880774497986,0.7073,0.66,0.6550324675324675,0.641743041210015,0.6792932502860048,0.5918102478070931,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,0,0,val,2,0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,none,0.0,0.0,,,,,0.4862047845687161,0.520020338121266,0.4404902098003122,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,0,0,test,2,0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,none,0.0,0.0,,,,,0.4904879239769802,0.5224354900216093,0.4432433231738329,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,1,0,val,2,2,a1a5486cefa74f8722a35f2abc7ceba0b5efb57b74cc3cdb660b354f7db25aa5,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.6015344858169556,1.0,0.5,0.3333333333333333,0.4862047845687161,0.520020338121266,0.4404902098003122,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,1,0,test,2,2,a1a5486cefa74f8722a35f2abc7ceba0b5efb57b74cc3cdb660b354f7db25aa5,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.6015344858169556,1.0,0.5,0.3333333333333333,0.4904879239769802,0.5224354900216093,0.4432433231738329,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,1,1,val,2,2,a1a5486cefa74f8722a35f2abc7ceba0b5efb57b74cc3cdb660b354f7db25aa5,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.2690238058567047,1.0,1.0,1.0,0.495923077567092,0.5148086945468412,0.4731978299111344,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,1,1,test,2,2,a1a5486cefa74f8722a35f2abc7ceba0b5efb57b74cc3cdb660b354f7db25aa5,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.2690238058567047,1.0,1.0,1.0,0.4978666774526647,0.5148722511757976,0.4746218680068177,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,1,3,val,2,2,a1a5486cefa74f8722a35f2abc7ceba0b5efb57b74cc3cdb660b354f7db25aa5,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.087564580142498,1.0,1.0,1.0,0.5884269719973961,0.4520783017668743,0.446503870607825,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,1,3,test,2,2,a1a5486cefa74f8722a35f2abc7ceba0b5efb57b74cc3cdb660b354f7db25aa5,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.087564580142498,1.0,1.0,1.0,0.589237759387216,0.4510613957035719,0.4457028743928689,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,1,10,val,2,2,a1a5486cefa74f8722a35f2abc7ceba0b5efb57b74cc3cdb660b354f7db25aa5,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.0040295249782502,1.0,1.0,1.0,0.6562936461881662,0.5202110080081352,0.5100761087842374,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,1,10,test,2,2,a1a5486cefa74f8722a35f2abc7ceba0b5efb57b74cc3cdb660b354f7db25aa5,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.0040295249782502,1.0,1.0,1.0,0.6537977640582492,0.5197661116054404,0.5090928529785955,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,1,30,val,2,2,a1a5486cefa74f8722a35f2abc7ceba0b5efb57b74cc3cdb660b354f7db25aa5,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.0002232294064015,1.0,1.0,1.0,0.6591072912150981,0.5174780729630101,0.5082968266375193,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,1,30,test,2,2,a1a5486cefa74f8722a35f2abc7ceba0b5efb57b74cc3cdb660b354f7db25aa5,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.0002232294064015,1.0,1.0,1.0,0.6578486239534619,0.5184314223973561,0.5084779901316303,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,1,100,val,2,2,a1a5486cefa74f8722a35f2abc7ceba0b5efb57b74cc3cdb660b354f7db25aa5,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.0001120442466344,1.0,1.0,1.0,0.6597731635017048,0.5172874030761409,0.508198038273679,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,1,100,test,2,2,a1a5486cefa74f8722a35f2abc7ceba0b5efb57b74cc3cdb660b354f7db25aa5,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.0001120442466344,1.0,1.0,1.0,0.6589701502939674,0.5185585356552689,0.5086982347172434,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,10,0,val,2,20,f9c026150d0dd5592c79f931e4798ed5d85119b5f6613d26370f93e1e204582e,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.7358066439628601,0.4299999999999999,0.4,0.375,0.4862047845687161,0.520020338121266,0.4404902098003122,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,10,0,test,2,20,f9c026150d0dd5592c79f931e4798ed5d85119b5f6613d26370f93e1e204582e,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.7358066439628601,0.4299999999999999,0.4,0.375,0.4904879239769802,0.5224354900216093,0.4432433231738329,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,10,1,val,2,20,f9c026150d0dd5592c79f931e4798ed5d85119b5f6613d26370f93e1e204582e,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.6479140520095825,0.6300000000000001,0.65,0.6419437340153453,0.6539513666740278,0.5087072581670268,0.5008666065755529,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,10,1,test,2,20,f9c026150d0dd5592c79f931e4798ed5d85119b5f6613d26370f93e1e204582e,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.6479140520095825,0.6300000000000001,0.65,0.6419437340153453,0.6526788254874439,0.5090250413118088,0.5007720311039281,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,10,3,val,2,20,f9c026150d0dd5592c79f931e4798ed5d85119b5f6613d26370f93e1e204582e,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.6577151417732239,0.65,0.65,0.6419437340153453,0.6441007712314817,0.5191305453158764,0.5084431611482336,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,10,3,test,2,20,f9c026150d0dd5592c79f931e4798ed5d85119b5f6613d26370f93e1e204582e,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.6577151417732239,0.65,0.65,0.6419437340153453,0.643449838422052,0.5183678657683997,0.5070701580825043,GraphSAGE
graphsage_pilot_v1,covid_political,linear,1,10,10,val,2,20,f9c026150d0dd5592c79f931e4798ed5d85119b5f6613d26370f93e1e204582e,f1b58c8ccaee181a233f11c34ff62fda2f7ec53206eb08b2970705719fba8082,8a8ac6a74ff16f70c26373d03c9e72726890aaba776363757688178d530a945d,AdamW,0.01,0.0,0.6307469606399536,0.65,0.65,0.6419437340153453,0.6446975457178988,0.5202110080081352,0.509004835945764,GraphSAGE
